Year,Month,Day,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2017,1,1,97.6,553.9,323.8,74,667.9,354.3,1.7,7,68.386,0,0.119,3.43,1.302,251.97,81.653,12,1000
2017,1,2,137.8,55.2,159.3,73.4,651.8,345.7,5.9,9,68.308,1.6,0.119,3.18,2.1736,221.56,88.41,12.5,1000
2017,1,3,143.7,115.1,178.7,61.7,708.7,352.2,6.4,7.6,68.223,1.6,0.119,1.56,2.3645,224.76,74.027,14.3,1004
2017,1,4,58.9,718.1,354.3,58.9,718.1,354.3,1.2,8.7,68.133,0.4,0.119,2.09,2.3019,285.9,76.81,14.4,1003
2017,1,5,73.3,201.5,115,59.7,708,353.6,3,12.9,68.039,1.6,0.119,3.65,2.592,221.48,99.221,14.8,1000
2017,1,6,61,747.6,371.7,61,747.6,371.7,1,7.2,67.936,0,0.119,1.96,1.1646,83.39,69.54,14.8,1000
2017,1,7,128.8,363.4,287,60.5,716.4,358.8,6.4,8.2,67.831,1.6,0.119,2.16,2.461,130.44,65.535,16.6,1010
2017,1,8,65.3,681.9,357.4,55.2,761.6,370.2,3.3,9.6,67.716,1.2,0.1192,2.58,1.7754,187.14,61.167,19,1010
2017,1,9,129.9,40.5,149.7,77.1,647.1,351.8,6.9,13.4,67.597,2,0.121,1.56,2.6523,223.1,96.911,15.5,1010
2017,1,10,108.3,443.8,291.6,62.6,733.6,371.7,3.6,8.7,67.474,1.6,0.121,2.32,1.7708,288.47,77.674,14.4,1004
2017,1,11,97.2,17.3,102.2,68.3,707.4,369.9,3,12.3,67.341,1.6,0.121,4,1.8385,215.81,98.061,14.3,1000
2017,1,12,117.2,49.7,144.7,72.5,687.1,366.4,7.555555556,10.9,67.209,1.7,0.121,3.04,2.1375,194.2,95.368,13.6,1000
2017,1,13,162.2,134.3,221.3,67.7,718.4,376,7.1,8,67.065,1.6,0.121,1.67,1.6845,207.99,84.312,12.5,1000
2017,1,14,70.2,694.9,374.2,70.2,694.9,374.2,1,9.5,66.919,0,0.121,2.05,1.8347,259.99,75.05,15.7,1000
2017,1,15,156.8,288.9,280.7,89.4,637.6,371.4,7.5,10.3,66.769,1.6,0.121,4,1.6526,189.58,88.801,14.2,1000
2017,1,16,97.9,519.6,337.3,76.8,697.3,381.5,3.8,7.7,66.61,0.8,0.1213,1.57,1.5633,76.01,69.595,14.8,1000
2017,1,17,61.4,778.5,399.8,61.4,778.5,399.8,1,6.9,66.447,0,0.124,1.79,0.9763,183.59,65.01,15.3,1003
2017,1,18,140.3,389.2,306.6,74.6,716,389.6,4.6,8.2,66.28,1.6,0.124,2.48,1.4753,220.37,77.824,14,1005
2017,1,19,144.5,228.2,252.2,77.7,699.6,391.7,6.3,10.5,66.108,1.2,0.124,5.01,1.5665,249.44,88.238,14,1000
2017,1,20,37,0,37,90.9,634.7,378.9,7.2,10.7,65.93,2,0.124,8.07,2.1723,218.61,97.192,13.1,990
2017,1,21,102.2,512.5,320.7,75.3,708.9,400.8,1.5,7.4,65.747,0,0.124,4.65,1.4366,278.52,80.428,12.8,1000
2017,1,22,87.7,0,87.7,86.9,656.8,383.1,3.9,9.4,65.56,2,0.124,7.62,2.7734,179.88,88.477,13.3,1000
2017,1,23,83.5,3.5,85.4,121.2,550.5,381.4,6,8.1,65.367,1.6,0.124,6.69,1.5704,247.83,87.897,11.9,1000
2017,1,24,130.8,436,303.5,73.2,743,410.9,3.6,5.5,65.171,0.8,0.1239,2.84,1.3028,263.11,81.456,10.6,1000
2017,1,25,62.2,822.1,432,62.2,822.1,432,1.2,2.3,64.968,0.4,0.123,1.89,0.8129,179.65,56.884,12.5,1010
2017,1,26,62.6,819.9,433.9,62.6,819.9,433.9,1.2,1.5,64.764,0.4,0.123,2.93,0.8398,55.11,51.602,13.3,1010
2017,1,27,67.1,833.9,447.4,67.1,833.9,447.4,1.1,-0.2,64.552,0.4,0.123,6.95,0.4241,46.53,45.13,12.8,1016
2017,1,28,63.9,860.5,456.2,63.9,860.5,456.2,1.2,3.3,64.338,0.4,0.123,5.93,0.3697,65.34,52.041,15.3,1013
2017,1,29,61.2,846.2,450.5,61.2,846.2,450.5,1.1,4.7,64.119,0.4,0.123,5.14,0.6445,61.79,50.118,17.1,1010
2017,1,30,61,851.9,455.4,61,851.9,455.4,1.2,5.7,63.896,0.4,0.123,2.49,0.6674,64.66,48.23,19,1005
2017,1,31,65.3,836,456,65.3,836,456,1,8.8,63.669,0,0.123,1.6,0.726,202.96,62.894,18.4,1004
2017,2,1,64.4,848.3,464.1,64.4,848.3,464.1,1.4,7.7,63.437,0.8,0.1229,2.51,0.6173,196.14,62.498,16.8,1000
2017,2,2,157.9,403.9,356.2,77.4,762,441,6,7.6,63.203,1.6,0.122,1.83,1.551,213.68,65.498,15.8,1004
2017,2,3,178.8,320.1,307.1,80.4,739,437.4,5.1,11.9,62.966,0.4,0.122,2.13,2.0092,298.27,86.41,16.3,1000
2017,2,4,87.8,746.1,440,68.7,812.2,460.1,1.1,11.1,62.722,0,0.122,2.7,1.2169,305.71,84.683,15.7,1003
2017,2,5,161.9,56.5,198.6,86.7,747.2,452.1,7.5,9.5,62.477,1.2,0.122,2.06,1.4883,210.59,85.511,13.9,1000
2017,2,6,105.4,8.4,108.3,77.9,737.5,442,7.7,12.4,62.229,1.6,0.122,4.85,2.9062,202.74,98.876,14.3,1000
2017,2,7,137.5,88.3,169.7,77.2,768.3,456.6,5.3,13.4,61.976,1.2,0.122,3.02,2.129,264.37,95.209,16.2,1010
2017,2,8,158.3,451.6,383,74.6,770.2,457.8,6.3,14.1,61.721,0.8,0.122,2.25,2.3315,272.15,82.59,19,1005
2017,2,9,71.3,787.8,464.2,71.3,787.8,464.2,1.1,11.7,61.462,0.4,0.1221,1.55,2.2979,217.84,63.805,21.2,1000
2017,2,10,189.3,181.8,281.2,74.4,797.4,476,7.8,11.5,61.201,0.8,0.123,1.6,1.7673,237.05,79.307,17.2,1000
2017,2,11,196.4,159.8,271.3,89.2,754.5,472.2,5.1,11.7,60.934,0.8,0.123,2.65,1.8606,264.97,90.505,14.8,1000
2017,2,12,76,796,484.3,76,796,484.3,0.9,9.3,60.668,0,0.123,2.92,1.5257,146.81,68.817,16.9,1000
2017,2,13,97.3,735.2,469.2,77.9,794.6,487.7,1.7,9.4,60.398,0.4,0.123,1.68,1.5598,219.53,63.023,18.5,1000
2017,2,14,174.6,398.3,365.5,82.8,770.8,486.7,2.5,9.6,60.127,0.4,0.123,0.72,1.8381,189.27,65.11,18.1,1000
2017,2,15,94.1,732.5,482.7,72.4,839.6,509.2,1.4,8.5,59.851,0,0.123,2.85,1.1044,59.47,55.312,19.6,1000
2017,2,16,131.9,627,445.1,76.6,802.5,498.3,3.1,9.7,59.574,0,0.123,1.87,1.8786,226.29,66.78,18,1000
2017,2,17,134.1,16.6,140.9,98.2,731.9,489.4,7.1,11,59.293,0.8,0.1227,8.79,2.2762,167.83,92.491,13.9,989
2017,2,18,175,302.1,330.2,94.2,742.8,496.8,3.9,10.2,59.011,0.8,0.12,3.81,2.0462,229.34,93.352,13,990
2017,2,19,189.6,250,329.4,97.3,747.6,502.7,2.5,9.3,58.729,0.8,0.12,3.61,2.0423,233.74,89.425,12.8,1000
2017,2,20,126.8,630,456.9,70.1,822.1,512.5,1.4,10.9,58.441,0,0.12,1.98,2.5838,234.59,78.826,16.3,1010
2017,2,21,83,687.6363636,438.0909091,64.54545455,767.3636364,473.0909091,2,11.18181818,60.94636364,0.727272727,0.12,2.063636364,2.413272727,270.0818182,72.82818182,18.18181818,1010
2017,2,22,150.9090909,509.9090909,418.0909091,72.54545455,771,491.1818182,4.818181818,8.636363636,60.66909091,0.727272727,0.12,4.381818182,1.182727273,285.1363636,81.33,14.09090909,1004.545455
2017,2,23,72.18181818,808.8181818,510.6363636,72.18181818,808.8181818,510.6363636,0.818181818,2.363636364,60.38727273,0,0.12,4.418181818,0.610636364,293.4636364,58.93363636,11.90909091,1000
2017,2,24,73.45454545,810.2727273,513.9090909,73.45454545,810.2727273,513.9090909,0.909090909,1.545454545,60.10545455,0,0.12,2.154545455,0.608,313.9,51.23181818,13.45454545,1006.363636
2017,2,25,76.75,664.4166667,457.4166667,71.08333333,719.75,465.25,2.583333333,3.25,62.2425,1,0.120333333,2.075,1.031333333,230.875,57.99,13.33333333,1000
2017,2,26,178,183.25,258,75.5,700.25,460.5833333,2.833333333,8,61.965,0.666666667,0.122,4.083333333,1.363416667,222.425,87.555,12.08333333,1000
2017,2,27,49.45454545,0,49.45454545,85,698.0909091,483.5454545,6.363636364,11.45454545,59.30636364,1.090909091,0.122,7.718181818,2.778545455,204.8727273,99.93090909,13.63636364,1000
2017,2,28,92.91666667,657.3333333,457,74.75,716.8333333,473.4166667,1.166666667,6.5,61.4,0.333333333,0.122,2.866666667,1.06625,264.2416667,72.03333333,13.41666667,1002.5
2017,3,1,70.75,758.5833333,488.8333333,70.75,758.5833333,488.8333333,0.583333333,5.333333333,61.11666667,0,0.122,3.258333333,0.695166667,63.875,56.2075,16,1010
2017,3,2,72.16666667,755.5833333,500.5,71.41666667,773.6666667,500.5,1,5.083333333,60.8325,0.416666667,0.122,3.9,0.447083333,64.16666667,50.76666667,17.41666667,1010
2017,3,3,92.91666667,674.5833333,479.9166667,71.5,774.6666667,503.1666667,1.5,6.333333333,60.54666667,1,0.122,2.091666667,0.492333333,140.3833333,50.92166667,19.08333333,1000
2017,3,4,195.8333333,274.1666667,358.25,88.75,709.8333333,488,7.25,9.75,60.26333333,1.333333333,0.122,3.733333333,0.980916667,187.625,80.93833333,14.91666667,1000
2017,3,5,148.75,189.25,285.9166667,80.33333333,710.8333333,488.1666667,5.090909091,9.416666667,59.9775,1.416666667,0.123,4.8,1.472083333,242.6583333,89.2425,13,1000
2017,3,6,66.75,802.25,514.0833333,66.75,802.25,514.0833333,0.636363636,1.583333333,59.68916667,0.416666667,0.128,2.616666667,0.753416667,317.7833333,51.90083333,13.33333333,1010
2017,3,7,72.66666667,760.6666667,504.9166667,72.66666667,760.6666667,504.9166667,1.333333333,5.25,59.4025,0.666666667,0.128,2.241666667,1.212916667,106.7083333,51.535,17.25,1005.833333
2017,3,8,78.33333333,742.8333333,503.5,78.33333333,742.8333333,503.5,1,8.25,59.11416667,0,0.128,2.183333333,1.30075,109,52.71583333,20.66666667,1000
2017,3,9,76,765.5833333,514.5,76,765.5833333,514.5,1,9.666666667,58.82916667,0.333333333,0.128,1.225,1.007666667,184.45,51.44,22.25,1000
2017,3,10,141.6666667,555,458.5,88.25,727.5833333,513.5,4.75,10.91666667,58.54,0.666666667,0.128,1.583333333,0.919666667,218.5666667,60.21583333,21.25,1000
2017,3,11,94.83333333,691.3333333,509.25,94.83333333,691.3333333,509.25,1.083333333,10.83333333,58.2525,0.333333333,0.128,1.3,1.133833333,197.9166667,59.4625,21,1000
2017,3,12,92.58333333,685.4166667,500.5,82.66666667,738.4166667,516.4166667,1.333333333,10.58333333,57.96416667,0.333333333,0.128,0.941666667,1.331583333,190.2083333,54.46166667,22.33333333,1000
2017,3,13,79,763.4166667,525.8333333,79,763.4166667,525.8333333,1,11,57.67833333,0,0.127833333,1.2,1.156666667,164.1083333,54.19083333,23.16666667,1000
2017,3,14,108.6666667,647.5833333,500.25,81.75,757.4166667,527.75,2.5,10.58333333,57.39166667,0.666666667,0.127,1.383333333,1.210916667,218.2833333,49.70083333,23.91666667,1000
2017,3,15,108.8333333,676.5,507,90.83333333,718.3333333,520.8333333,1.833333333,11.5,57.10666667,0.333333333,0.127,1.241666667,1.629583333,260.1916667,58.79083333,22,1000
2017,3,16,79.83333333,762.1666667,531.1666667,79.83333333,762.1666667,531.1666667,1,11.33333333,56.82,0,0.127,1.733333333,1.545333333,228.4833333,63.04916667,20.83333333,1000
2017,3,17,90.25,729.9166667,531.5833333,90.25,729.9166667,531.5833333,1,10.41666667,56.53333333,0,0.127,1.233333333,1.4565,184.5583333,57.085,21.41666667,1000
2017,3,18,93,683.1666667,519.5833333,80.5,772.5,543.4166667,1.833333333,11.25,56.24833333,0.666666667,0.127,2.258333333,1.385833333,204.3916667,65.58,19.66666667,1000
2017,3,19,85.5,745.8333333,536.4166667,85.5,745.8333333,536.4166667,1.166666667,11.25,55.965,0.333333333,0.127,2.133333333,1.934,212.9416667,68.08833333,19.41666667,1000
2017,3,20,183.0833333,380.4166667,414,83.66666667,763.3333333,551.4166667,3,10.75,55.6825,0.333333333,0.127,2.525,1.382,240.7333333,83.64333333,15.58333333,1000
2017,3,21,157.75,460.0833333,453.8333333,91.58333333,714.3333333,533.5,3.181818182,12.66666667,55.39916667,1.083333333,0.127,2.683333333,2.531416667,260.4416667,83.91666667,17.33333333,1000
2017,3,22,219.25,169.9166667,311.5,97.66666667,722.5833333,544.6666667,4.916666667,12.16666667,55.11833333,1,0.127,4.366666667,1.798583333,248.9083333,86.76416667,15.91666667,1000
2017,3,23,155.5833333,596.25,502.8333333,86.33333333,790.0833333,570,1.583333333,7.666666667,54.83833333,1.333333333,0.127,4.233333333,0.967583333,272.975,71.17166667,15.08333333,1006.666667
2017,3,24,91.66666667,749.5,558.6666667,91.66666667,749.5,558.6666667,1,9.166666667,54.5575,1.333333333,0.127,2.858333333,1.500916667,310.0333333,69.75083333,16.58333333,1010
2017,3,25,211.75,436.5,443.75,84.41666667,774.25,564.5833333,3.5,11.75,54.27916667,0.333333333,0.127,3.891666667,1.615333333,293.1083333,84.00833333,15.91666667,1003.333333
2017,3,26,207.5833333,280.5833333,367.25,93.75,734.5833333,554.25,2.583333333,11,54.005,2,0.127,2.8,2.384,293.9,79.63833333,16.5,1000
2017,3,27,247.8333333,239.4166667,378.5,103.6666667,725.3333333,569.1666667,2.083333333,11.08333333,53.72833333,1.666666667,0.127,4.033333333,1.267583333,271.85,83.31583333,15.83333333,1000
2017,3,28,92.25,767.5833333,577.75,92.25,767.5833333,577.75,1.416666667,7.666666667,53.45416667,1.666666667,0.127,2.3,1.25225,176.3666667,56.475,18.75,1000
2017,3,29,98.33333333,760,582.5,98.33333333,760,582.5,1.5,8.166666667,53.18333333,2,0.1275,2.358333333,1.061666667,181.275,49.78,21.16666667,1000
2017,3,30,187.0833333,397.4166667,425.5833333,96.41666667,749.6666667,575,1.666666667,11.75,52.9125,1.333333333,0.13,4.108333333,1.611916667,218.4833333,78.3975,17.66666667,1000
2017,3,31,98.08333333,764.25,588.3333333,98.08333333,764.25,588.3333333,1.25,6.333333333,52.64333333,1.333333333,0.13,3.966666667,1.158916667,287.0833333,60.0625,15.83333333,997.5
2017,4,1,96.08333333,764.4166667,587.1666667,96.08333333,764.4166667,587.1666667,1.166666667,8.416666667,52.37583333,1.333333333,0.13,2.275,1.427583333,318.0583333,59.21666667,18.33333333,1000
2017,4,2,118.0833333,723.3333333,575.3333333,101.0833333,756.75,587.5833333,1.166666667,9.5,52.11333333,1,0.13,2.266666667,1.437166667,249.6,60.45583333,19.25,1000
2017,4,3,177.6666667,369.25,460.25,94.75,781.0833333,599.0833333,2.833333333,10.5,51.8475,2.666666667,0.13,3.666666667,1.293333333,216.5,85.26416667,15.08333333,1000
2017,4,4,100.1666667,758.6666667,596.0833333,100.1666667,758.6666667,596.0833333,1.166666667,9.083333333,51.58666667,0.333333333,0.13,1.6,1.474166667,158.675,59.3975,19.33333333,1000
2017,4,5,91.16666667,775.4166667,596,91.16666667,775.4166667,596,1,8.666666667,51.32916667,0,0.13,1.808333333,1.83225,166.2,49.11666667,22,1000
2017,4,6,165.8333333,503.5,527.25,103,768.5,604.1666667,5.666666667,10.91666667,51.07166667,1,0.130166667,2.45,1.358833333,210.375,65.6175,19.75,1000
2017,4,7,191.5,555.25,537.0833333,102.1666667,774.9166667,610.25,4.583333333,8.083333333,50.81666667,0.333333333,0.131,2.558333333,1.26075,224.2583333,56.985,18.91666667,1000
2017,4,8,171.0833333,520.0833333,514.3333333,111.9166667,742.5,604.4166667,3.25,11.25,50.56416667,1.333333333,0.131,4.266666667,1.48425,263.625,82.6275,16.25,1000
2017,4,9,180.0833333,613.9166667,563.5,117.25,749.8333333,613,3.416666667,6,50.31083333,0.333333333,0.131,2.308333333,1.049583333,214.075,55.2,17.41666667,1000
2017,4,10,118.4166667,752.3333333,611.6666667,105.3333333,785.5833333,623.75,0.916666667,8.166666667,50.06666667,0,0.131,2.033333333,0.9815,261.4166667,54.67333333,19.5,1000
2017,4,11,115.8333333,731.5,608.1666667,115.8333333,731.5,608.1666667,0.916666667,9,49.82,0.333333333,0.131,2.541666667,1.54275,262.3166667,62.04333333,18.33333333,1000
2017,4,12,106.3333333,760.5,619.5,106.3333333,760.5,619.5,0.916666667,10.5,49.57833333,0,0.131,3.183333333,1.347,298.95,67.46916667,18.5,1000
2017,4,13,111.3076923,657.7692308,564.0769231,105.3846154,692.8461538,572.2307692,1.461538462,12.15384615,52.38384615,0.615384615,0.131,4.423076923,1.429307692,289.3307692,80.86384615,17.07692308,1000
2017,4,14,105.0769231,702.6923077,584.7692308,105.0769231,702.6923077,584.7692308,0.923076923,8.384615385,52.14692308,0.307692308,0.130692308,3.153846154,0.937615385,273.3153846,71.59846154,15.61538462,1000
2017,4,15,112.1538462,690.8461538,582.3076923,112.1538462,690.8461538,582.3076923,0.846153846,8.692307692,51.91230769,0,0.129,1.9,1.019,188.3384615,58.49769231,19.15384615,1000
2017,4,16,106.6923077,677.2307692,578.2307692,99.53846154,723.3076923,591.2307692,3.076923077,9.615384615,51.67769231,0.923076923,0.129,2.376923077,1.025307692,219.3461538,62.50692308,18.84615385,1000
2017,4,17,143.2307692,587.5384615,542.0769231,113.2307692,668,565.6923077,3,11.38461538,51.44923077,0.615384615,0.129,2.592307692,2.424076923,315.9615385,75.64307692,18.23076923,1000
2017,4,18,121.5384615,603.8461538,539.0769231,98.69230769,709.7692308,574.6923077,1.384615385,14.15384615,51.22076923,0.307692308,0.129,3.015384615,2.313230769,291.7,82.70846154,18.92307692,1000
2017,4,19,143.1538462,569,536.8461538,106.6923077,719,596.4615385,1.384615385,11.69230769,50.99615385,0.307692308,0.129,3.376923077,1.056692308,303.1461538,73.89,18.38461538,1005.384615
2017,4,20,101.9230769,734.6923077,603.3076923,101.9230769,734.6923077,603.3076923,0.538461538,11.23076923,50.77461538,0,0.129,2.861538462,0.954538462,273.6846154,71.32,18.61538462,1000
2017,4,21,101.0769231,725.0769231,597.2307692,101.0769231,725.0769231,597.2307692,0.923076923,9.615384615,50.55615385,0,0.129,1.469230769,1.306307692,118.4076923,51.34153846,23.07692308,1000
2017,4,22,138,648.4615385,573.2307692,104.3846154,729.6923077,602.7692308,1.076923077,10.30769231,50.34076923,0.307692308,0.128846154,1.823076923,1.068307692,182.5384615,49.27384615,23.84615385,1000
2017,4,23,165.1538462,497.1538462,528.3076923,118.7692308,685.3846154,592.7692308,2.769230769,12.76923077,50.13,0.615384615,0.128,3.215384615,1.373461538,220.0461538,77.84153846,18.84615385,1000
2017,4,24,244.5384615,280.9230769,451.2307692,116.0769231,674.3076923,582.6923077,5.384615385,11.30769231,49.92076923,1.230769231,0.128,3.869230769,2.314923077,237.1769231,80.51,16.69230769,1000
2017,4,25,252.9230769,314.5384615,464.0769231,117.7692308,675.1538462,589.7692308,6.230769231,10.76923077,49.71538462,0.923076923,0.128,3.584615385,2.074,281.7538462,72.90769231,17.61538462,1000
2017,4,26,102,698.9230769,588.6153846,99.61538462,711.9230769,591.3846154,1.538461538,11.23076923,49.51230769,0,0.128,2.438461538,2.539,277.3846154,66.31692308,19.84615385,1000
2017,4,27,239.6153846,213.1538462,370.6153846,103.5384615,717.1538462,597.3076923,5.461538462,13.23076923,49.31230769,0.615384615,0.128,2.884615385,2.217538462,277.7307692,79.23153846,18.84615385,995.3846154
2017,4,28,112.3846154,679.5384615,598.1538462,105.6153846,726.9230769,609.6153846,2.384615385,10.92307692,49.11769231,0.307692308,0.128,2.823076923,1.485384615,251.0615385,62.99615385,20.15384615,990
2017,4,29,95.07692308,792.5384615,636.6923077,95.07692308,792.5384615,636.6923077,0.692307692,4.615384615,48.92384615,0,0.128,3.076923077,0.710692308,134.0769231,38.36230769,21.46153846,1000
2017,4,30,93,791.8461538,634.9230769,93,791.8461538,634.9230769,0.615384615,7,48.73538462,0,0.128923077,2.076923077,0.827307692,214.7846154,41.07692308,23.07692308,1000
2017,5,1,94.46153846,775,628,94.46153846,775,628,0.538461538,9.076923077,48.55,0,0.134,2.1,1.165846154,219.6384615,48.22538462,22.61538462,1000
2017,5,2,100.3076923,750.0769231,618.5384615,100.3076923,750.0769231,618.5384615,0.769230769,10.53846154,48.36846154,0,0.134,1.892307692,1.598230769,233.9923077,51.45076923,22.92307692,1000
2017,5,3,99.53846154,731.2307692,609.2307692,99.53846154,731.2307692,609.2307692,0.692307692,11.23076923,48.18846154,0,0.134,1.246153846,2.339923077,180.2538462,51.67846154,24.07692308,1000
2017,5,4,113,700.3076923,606.3846154,113,700.3076923,606.3846154,0.769230769,12.53846154,48.01461538,0,0.134,2.369230769,2.122769231,178.8923077,60.91846154,23,1000
2017,5,5,162.0769231,106.6923077,192.8461538,111.5384615,724.1538462,614.7692308,6.615384615,12.84615385,47.84384615,0.923076923,0.134,2.861538462,1.840384615,227.3461538,75.99538462,19.07692308,1000
2017,5,6,139.4615385,46.69230769,156.7692308,149.0769231,640.0769231,601.5384615,3.384615385,11,47.67538462,0.923076923,0.134,5.476923077,1.902923077,228.0307692,89.14615385,14.61538462,990.7692308
2017,5,7,197.2307692,44.15384615,229.4615385,192.6153846,541.8461538,588.7692308,7.230769231,8.384615385,47.51076923,0.923076923,0.134,4.823076923,1.831076923,217.3076923,84.91307692,12.53846154,1000
2017,5,8,132.9230769,599.0769231,589.5384615,120.9230769,702,615.8461538,1.923076923,8.384615385,47.34923077,0.615384615,0.134461538,3.361538462,1.801076923,156.3615385,62.44230769,17.61538462,1000
2017,5,9,239.5384615,78,308.1538462,159.9230769,597.5384615,594.1538462,2.923076923,11.53846154,47.19461538,0.923076923,0.137,3.469230769,2.457692308,188.2923077,78.55461538,17.53846154,1000
2017,5,10,258.6153846,69.46153846,320,135.6153846,658.3846154,608.5384615,2.846153846,12,47.03923077,1.538461538,0.137,3.230769231,2.325538462,217.9769231,82.42692308,17.23076923,1000
2017,5,11,134.3076923,689.5384615,611.2307692,113.3846154,727.4615385,626.3846154,1,12.15384615,46.89153846,0,0.137,2.938461538,1.740461538,227.7076923,71.17,19.61538462,1000
2017,5,12,147.3076923,365.4615385,358.5384615,111.2307692,745.7692308,637.3846154,2.076923077,11.46153846,46.74461538,0.307692308,0.137,2.907692308,1.334307692,286.9230769,73.79307692,18.15384615,1000
2017,5,13,151.6153846,622.5384615,597.0769231,111.1538462,757.4615385,648.0769231,1.307692308,9,46.60384615,0.307692308,0.137,3.346153846,0.971384615,277.2923077,69.15769231,16.84615385,1000
2017,5,14,108.5714286,658.7857143,592.2857143,107.2857143,689.5,598.7857143,1.785714286,10.07142857,49.49357143,0.571428571,0.137,4.235714286,1.161214286,217.5142857,81.31357143,15.28571429,1000
2017,5,15,232.8571429,349.6428571,471.7857143,102.4285714,706.3571429,602.4285714,4.071428571,7.5,49.35857143,0.571428571,0.137,4.985714286,1.137928571,248.0428571,73.81071429,14.28571429,1000
2017,5,16,131.4285714,518.1428571,531,111.6428571,671.6428571,586.8571429,1.928571429,9.785714286,49.22714286,0.857142857,0.138285714,3.628571429,1.830428571,254.8214286,81.97928571,14.64285714,1000
2017,5,17,165.2142857,358.7857143,451.7142857,104.9285714,670,582.5714286,1.785714286,11,49.1,0.857142857,0.143,3.585714286,2.276857143,251.1714286,84.85642857,15.57142857,1000
2017,5,18,102.7857143,686.7142857,594.4285714,101.3571429,700.6428571,597.7142857,0.857142857,9.428571429,48.97714286,0,0.143,2.25,1.51,210.8428571,60.77857143,19.5,1000
2017,5,19,90.92857143,750.8571429,614.9285714,90.92857143,750.8571429,614.9285714,0.5,7.071428571,48.85714286,0,0.143,3.057142857,0.993357143,135.3571429,42.79714286,22.85714286,1000
2017,5,20,94.78571429,729.9285714,608.0714286,94.78571429,729.9285714,608.0714286,0.714285714,9.071428571,48.73928571,0,0.143,1.692857143,1.250928571,146.4071429,43.04571429,25.35714286,1000
2017,5,21,89.85714286,740.4285714,607.4285714,89.85714286,740.4285714,607.4285714,0.571428571,11.42857143,48.62785714,0,0.143,1.914285714,1.4535,249.3928571,50.31642857,24.42857143,1000
2017,5,22,95.21428571,705.3571429,600.7857143,90.71428571,741.6428571,608.7142857,1.142857143,11.07142857,48.51785714,0,0.143,2.185714286,1.44,254.7214286,50.58214286,24.14285714,1000
2017,5,23,93.85714286,735.9285714,609,93.85714286,735.9285714,609,0.857142857,11.42857143,48.41428571,0,0.143,2.264285714,1.415642857,292.1785714,50.10571429,24.5,1000
2017,5,24,141.1428571,547.0714286,556.6428571,103.2857143,723.1428571,610.3571429,2.857142857,9.928571429,48.31142857,0.571428571,0.141714286,2.3,1.234785714,225.8428571,61.94071429,19.5,997.1428571
2017,5,25,185.0714286,257,334.8571429,93.78571429,738.8571429,610.1428571,2.230769231,11.14285714,48.21285714,0.642857143,0.137,3.957142857,1.494428571,234.7642857,79.57857143,16.42857143,1000
2017,5,26,177.0714286,334.7857143,416.9285714,85.57142857,748.5714286,608.6428571,2.142857143,12,48.11857143,0.571428571,0.137,3.521428571,1.812285714,242.3785714,81.24357143,17.28571429,1000
2017,5,27,152.7142857,490.0714286,491.2857143,89.71428571,746.7857143,612.0714286,1.642857143,11.5,48.02857143,0.285714286,0.137,3.128571429,1.518928571,274.9928571,74.23357143,18.28571429,1000
2017,5,28,125.2142857,591.2142857,566.1428571,102.0714286,716.2857143,609.7857143,1.357142857,11.85714286,47.94214286,0,0.137,2.921428571,1.435571429,290.6642857,68.36857143,20.21428571,1000
2017,5,29,233.2142857,145.1428571,335.1428571,116.5714286,678.5714286,601.6428571,6.285714286,11.35714286,47.85571429,1.142857143,0.137,2.45,1.600071429,260.3357143,72.44214286,18.21428571,1000
2017,5,30,255.6428571,103.3571429,315.1428571,112.8571429,678.5,601.1428571,5.285714286,10.64285714,47.77785714,2,0.137,2.857142857,1.758071429,237.9428571,70.10071429,18.57142857,1000
2017,5,31,213.7857143,37.28571429,247.2142857,135.0714286,614.8571429,585.0714286,6.785714286,11.92857143,47.70214286,0.857142857,0.137,2.557142857,2.295285714,268.3642857,79.58357143,17.28571429,1000
2017,6,1,198.5714286,170,281.4285714,118.8571429,649.5714286,591.6428571,2.214285714,12.21428571,47.62928571,0.571428571,0.137,2.914285714,2.286928571,296.0571429,70.02857143,19.92857143,1000
2017,6,2,123.5,493.3571429,512.5714286,108,687.9285714,600.3571429,1.5,11.78571429,47.56,0,0.137,1.321428571,2.027785714,150,57.82071429,22.92857143,1000
2017,6,3,254.2857143,122.5714286,318.7142857,111.1428571,682.2857143,597.2857143,2.5,11.64285714,47.49571429,0.285714286,0.137,2.671428571,2.058571429,220.7857143,59.62714286,22.07142857,1000
2017,6,4,175.4285714,303.7142857,363.6428571,109.2142857,681.1428571,596.5,2.214285714,13.57142857,47.43285714,0.857142857,0.137,2.5,2.2585,269.4714286,65.49214286,22.5,1000
2017,6,5,180.9285714,45,195.5,110.6428571,691.0714286,602.2857143,3,12.28571429,47.37571429,0.571428571,0.137,2.942857143,1.874357143,224.1357143,68.52285714,20.21428571,1000
2017,6,6,181.5,53.78571429,199.2142857,112.1428571,685.2857143,603.8571429,5.071428571,12.28571429,47.32142857,0.571428571,0.137,2.978571429,1.891642857,237.2785714,71.47714286,19.57142857,1000
